MODE,DATASET,PREPROC,ALGORITHM,ORDER,ALPHA,R2score,MAE,MSE,MAX
PCA,abalone,_SMOTE,MLPR,NONE,NONE,0.512798306978788,1.6691338603754893,5.059655070699284,14.619891214877885
PCA,abalone,_SMOTE,RFR,NONE,NONE,0.5014993818996899,1.6709655741057958,5.179742439450618,10.739257450326704
PCA,abalone,_SMOTE,RNR,NONE,NONE,-0.008042769640863812,2.3831346956029718,10.47405014316725,16.53547753931688
PCA,abalone,_SMOTE,SGDR,NONE,NONE,0.49324292356054855,1.7612215864573049,5.264990123208813,12.606909749334395
PCA,abalone,_SMOTE,SVR,NONE,NONE,0.5447279089483157,1.6004235405106662,4.729750839806667,10.639687386856219
PCA,abalone,_dto_smoter_max_solid_angle_1.0,ABR,max_solid_angle,1.0,0.2810136866802589,2.2798728380243873,7.470725491190353,10.182100611399004
PCA,abalone,_dto_smoter_max_solid_angle_1.0,GBR,max_solid_angle,1.0,0.5180388825002916,1.6612481809581194,5.008212555492054,10.527856168807634
PCA,abalone,_dto_smoter_max_solid_angle_1.0,KNNR,max_solid_angle,1.0,0.4488673387225484,1.7558589119562409,5.727410234421019,11.573689017096376
PCA,abalone,_dto_smoter_max_solid_angle_1.0,MLPR,max_solid_angle,1.0,0.5143445615470433,1.6852027226152735,5.044169070710597,12.590851288752335
PCA,abalone,_dto_smoter_max_solid_angle_1.0,RFR,max_solid_angle,1.0,0.5100195834824582,1.671700738855034,5.092911806832982,10.575912205004528
PCA,abalone,_dto_smoter_max_solid_angle_1.0,RNR,max_solid_angle,1.0,-0.007839864463569834,2.3849232276294012,10.472071805535752,16.52553706990614
PCA,abalone,_dto_smoter_max_solid_angle_1.0,SGDR,max_solid_angle,1.0,0.4793911971803334,1.7963349926213568,5.410107500882585,11.667763698625247
PCA,abalone,_dto_smoter_max_solid_angle_1.0,SVR,max_solid_angle,1.0,0.5478333948438927,1.5845898270701988,4.697123544476408,10.833040875845446
PCA,abalone,_dto_smoter_max_solid_angle_1.5,ABR,max_solid_angle,1.5,0.2765246856269762,2.2878203385043987,7.523633392520262,10.276744565396724
PCA,abalone,_dto_smoter_max_solid_angle_1.5,GBR,max_solid_angle,1.5,0.5232006901820647,1.6563212914533771,4.954674359020009,10.621685602539861
PCA,abalone,_dto_smoter_max_solid_angle_1.5,KNNR,max_solid_angle,1.5,0.43252557328224334,1.7760237160901329,5.8992598809278665,11.017875177736679
PCA,abalone,_dto_smoter_max_solid_angle_1.5,MLPR,max_solid_angle,1.5,0.5025697660981543,1.7207582329491076,5.166619731311155,13.555181289786907
PCA,abalone,_dto_smoter_max_solid_angle_1.5,RFR,max_solid_angle,1.5,0.5019038177144933,1.6815300476536428,5.176594078198195,10.898565423355604
PCA,abalone,_dto_smoter_max_solid_angle_1.5,RNR,max_solid_angle,1.5,-0.008835790343683935,2.385792553150792,10.482428538275611,16.531164203603133
PCA,abalone,_dto_smoter_max_solid_angle_1.5,SGDR,max_solid_angle,1.5,0.47217862190099336,1.8156832318298548,5.484129389228913,11.677199016334113
PCA,abalone,_dto_smoter_max_solid_angle_1.5,SVR,max_solid_angle,1.5,0.5466455244046411,1.5875686111425489,4.709541781022125,10.860881431295917
PCA,abalone,_dto_smoter_max_solid_angle_10.0,ABR,max_solid_angle,10.0,0.3208958957628565,2.1862904894220745,7.06138176669791,10.445289185130008
PCA,abalone,_dto_smoter_max_solid_angle_10.0,GBR,max_solid_angle,10.0,0.5132126749416173,1.6681828786794193,5.0585740979253,10.793598539212784
PCA,abalone,_dto_smoter_max_solid_angle_10.0,KNNR,max_solid_angle,10.0,0.4281162518184892,1.7898384548732018,5.9431145098035465,11.376160341522242
PCA,abalone,_dto_smoter_max_solid_angle_10.0,MLPR,max_solid_angle,10.0,0.5095998448185137,1.7016774467270708,5.093286401147242,12.743176058016125
PCA,abalone,_dto_smoter_max_solid_angle_10.0,RFR,max_solid_angle,10.0,0.5048753189930232,1.679302828895667,5.14329323148665,10.89054578184653
PCA,abalone,_dto_smoter_max_solid_angle_10.0,RNR,max_solid_angle,10.0,-0.009230711435934947,2.386750107084318,10.486632501916528,16.53410481936182
PCA,abalone,_dto_smoter_max_solid_angle_10.0,SGDR,max_solid_angle,10.0,0.468974763007212,1.8230292424853118,5.517362766366392,11.670621737060701
PCA,abalone,_dto_smoter_max_solid_angle_10.0,SVR,max_solid_angle,10.0,0.5435392842380539,1.5989190764351038,4.742109836921051,10.731641996361677
PCA,abalone,_dto_smoter_max_solid_angle_10.5,ABR,max_solid_angle,10.5,0.32444696078709,2.1765618171046137,7.024245700508854,10.787900008490677
PCA,abalone,_dto_smoter_max_solid_angle_10.5,GBR,max_solid_angle,10.5,0.5164864244714341,1.6636378198133044,5.024172349000166,10.516876644251335
PCA,abalone,_dto_smoter_max_solid_angle_10.5,KNNR,max_solid_angle,10.5,0.42613353156585,1.7863049437671463,5.961630212207757,11.508100136193061
PCA,abalone,_dto_smoter_max_solid_angle_10.5,MLPR,max_solid_angle,10.5,0.5086102364163798,1.6941919097073257,5.1039102547341475,13.848420116607837
PCA,abalone,_dto_smoter_max_solid_angle_10.5,RFR,max_solid_angle,10.5,0.49871976851029737,1.6854295649977051,5.2079602467053565,10.8179964649735
PCA,abalone,_dto_smoter_max_solid_angle_10.5,RNR,max_solid_angle,10.5,-0.008399341239265867,2.3831515990798673,10.47764832177512,16.548253277612595
PCA,abalone,_dto_smoter_max_solid_angle_10.5,SGDR,max_solid_angle,10.5,0.4711070563666505,1.8143173058582966,5.49549816612621,11.653197721082094
PCA,abalone,_dto_smoter_max_solid_angle_10.5,SVR,max_solid_angle,10.5,0.5428329406447586,1.598662121238144,4.749044177114824,10.848043386157423
PCA,abalone,_dto_smoter_max_solid_angle_2.0,ABR,max_solid_angle,2.0,0.3338206665366553,2.1533394820455722,6.9221687391085,10.47483284166232
PCA,abalone,_dto_smoter_max_solid_angle_2.0,GBR,max_solid_angle,2.0,0.5192825376832321,1.6615560771908229,4.994345754941413,10.652176839171812
PCA,abalone,_dto_smoter_max_solid_angle_2.0,KNNR,max_solid_angle,2.0,0.4307306541987779,1.791983467670245,5.91582945994891,11.175424837325899
PCA,abalone,_dto_smoter_max_solid_angle_2.0,MLPR,max_solid_angle,2.0,0.5094823358240294,1.7008169994618298,5.0968237090083806,12.200243914612017
PCA,abalone,_dto_smoter_max_solid_angle_2.0,RFR,max_solid_angle,2.0,0.4931531832549516,1.7000214741688713,5.265982421920712,11.079968638081663
PCA,abalone,_dto_smoter_max_solid_angle_2.0,RNR,max_solid_angle,2.0,-0.007789405643983516,2.383338914549274,10.471252197988964,16.531378621182427
PCA,abalone,_dto_smoter_max_solid_angle_2.0,SGDR,max_solid_angle,2.0,0.4756319523292503,1.805122575515781,5.44828617776745,11.670182857695197
PCA,abalone,_dto_smoter_max_solid_angle_2.0,SVR,max_solid_angle,2.0,0.5469829324813429,1.5876270867520232,4.706079804069818,10.841253152909522
PCA,abalone,_dto_smoter_max_solid_angle_2.5,ABR,max_solid_angle,2.5,0.33365684220186037,2.154781231306418,6.932194091975231,10.338983879142948
PCA,abalone,_dto_smoter_max_solid_angle_2.5,GBR,max_solid_angle,2.5,0.522556837550501,1.653819933220667,4.960067776250631,10.468349024030994
PCA,abalone,_dto_smoter_max_solid_angle_2.5,KNNR,max_solid_angle,2.5,0.44775075583415463,1.7574139795797348,5.736651801132918,11.476623115461845
PCA,abalone,_dto_smoter_max_solid_angle_2.5,MLPR,max_solid_angle,2.5,0.5110383561324655,1.6954855251065877,5.0799764084277275,12.951118570794307
PCA,abalone,_dto_smoter_max_solid_angle_2.5,RFR,max_solid_angle,2.5,0.5133765519365714,1.6618543233336964,5.056629483861156,10.940722281205355
PCA,abalone,_dto_smoter_max_solid_angle_2.5,RNR,max_solid_angle,2.5,-0.008956381172224725,2.385298496459086,10.483626838845609,16.53996536338102
PCA,abalone,_dto_smoter_max_solid_angle_2.5,SGDR,max_solid_angle,2.5,0.4734877461592891,1.81155891874329,5.470514243323525,11.721322147236165
PCA,abalone,_dto_smoter_max_solid_angle_2.5,SVR,max_solid_angle,2.5,0.5459588551730512,1.5898673869184565,4.716516243877708,10.801620361939602
PCA,abalone,_dto_smoter_max_solid_angle_3.0,ABR,max_solid_angle,3.0,0.30407366819578974,2.2267491409378803,7.237166427818584,10.220225281147016
PCA,abalone,_dto_smoter_max_solid_angle_3.0,GBR,max_solid_angle,3.0,0.5207320291503605,1.6558252828761066,4.9800441339817265,10.682532251954184
PCA,abalone,_dto_smoter_max_solid_angle_3.0,KNNR,max_solid_angle,3.0,0.4332694621626628,1.795207030012315,5.888840649860905,10.874132300855923
PCA,abalone,_dto_smoter_max_solid_angle_3.0,MLPR,max_solid_angle,3.0,0.5173984915289853,1.675626565382218,5.01438217005502,11.787769135462355
PCA,abalone,_dto_smoter_max_solid_angle_3.0,RFR,max_solid_angle,3.0,0.5086492475304608,1.6720891678049568,5.106215582950637,10.630317585471367
PCA,abalone,_dto_smoter_max_solid_angle_3.0,RNR,max_solid_angle,3.0,-0.009424052824715723,2.3852432709789353,10.488327957733457,16.547849275768364
PCA,abalone,_dto_smoter_max_solid_angle_3.0,SGDR,max_solid_angle,3.0,0.47638351013815716,1.8049799214238924,5.441548716998174,11.450285626214985
PCA,abalone,_dto_smoter_max_solid_angle_3.0,SVR,max_solid_angle,3.0,0.5460222788245611,1.5905064808249663,4.71604591322874,10.767820591794555
PCA,abalone,_dto_smoter_max_solid_angle_3.5,ABR,max_solid_angle,3.5,0.2678040641406259,2.2996110053812435,7.614694304335947,10.565860334808146
PCA,abalone,_dto_smoter_max_solid_angle_3.5,GBR,max_solid_angle,3.5,0.5186743218873229,1.658381694723158,5.001401259809758,10.752095136389373
PCA,abalone,_dto_smoter_max_solid_angle_3.5,KNNR,max_solid_angle,3.5,0.42621844024878597,1.7974671312995703,5.964852557487369,11.011055237630057
PCA,abalone,_dto_smoter_max_solid_angle_3.5,MLPR,max_solid_angle,3.5,0.51110131679279,1.689472340230613,5.0777950239848915,13.496166389773729
PCA,abalone,_dto_smoter_max_solid_angle_3.5,RFR,max_solid_angle,3.5,0.5000648291585159,1.6807102727688275,5.194009638965402,10.954509651889694
PCA,abalone,_dto_smoter_max_solid_angle_3.5,RNR,max_solid_angle,3.5,-0.008297154074692382,2.384032625769495,10.47674230096414,16.54187382578112
PCA,abalone,_dto_smoter_max_solid_angle_3.5,SGDR,max_solid_angle,3.5,0.4763191968119296,1.8032573108180472,5.441007168382908,11.749729191656757
PCA,abalone,_dto_smoter_max_solid_angle_3.5,SVR,max_solid_angle,3.5,0.5446734011907365,1.5925401800501122,4.729746939108211,10.824561875269724
PCA,abalone,_dto_smoter_max_solid_angle_4.0,ABR,max_solid_angle,4.0,0.30177996002438184,2.225795166202196,7.258511979646897,10.582877765050734
PCA,abalone,_dto_smoter_max_solid_angle_4.0,GBR,max_solid_angle,4.0,0.5201676236319346,1.6540206482672501,4.985338210165702,10.458372938218194
PCA,abalone,_dto_smoter_max_solid_angle_4.0,KNNR,max_solid_angle,4.0,0.4434179705668678,1.7666837450433674,5.782710522313501,11.228675811781125
PCA,abalone,_dto_smoter_max_solid_angle_4.0,MLPR,max_solid_angle,4.0,0.5092745905406026,1.700803100798175,5.097750229149623,13.374832408358625
PCA,abalone,_dto_smoter_max_solid_angle_4.0,RFR,max_solid_angle,4.0,0.5097253802693041,1.6684655102084072,5.094632612731966,10.954101673889566
PCA,abalone,_dto_smoter_max_solid_angle_4.0,RNR,max_solid_angle,4.0,-0.009395111006647605,2.3858384860386534,10.488239842557487,16.5422902586403
PCA,abalone,_dto_smoter_max_solid_angle_4.0,SGDR,max_solid_angle,4.0,0.4737451633171431,1.8102983336988963,5.467488018042611,11.666975728831314
PCA,abalone,_dto_smoter_max_solid_angle_4.0,SVR,max_solid_angle,4.0,0.5461356224051606,1.5901689545308428,4.7147478637355595,10.80681553535298
PCA,abalone,_dto_smoter_max_solid_angle_4.5,ABR,max_solid_angle,4.5,0.2933143132338155,2.2535392098345737,7.349528471923131,10.406778988418404
PCA,abalone,_dto_smoter_max_solid_angle_4.5,GBR,max_solid_angle,4.5,0.5207386235036722,1.660469166776036,4.9791819496907035,10.6843975359251
PCA,abalone,_dto_smoter_max_solid_angle_4.5,KNNR,max_solid_angle,4.5,0.43832955958401926,1.7834516212100215,5.834627201660543,11.23115919442922
PCA,abalone,_dto_smoter_max_solid_angle_4.5,MLPR,max_solid_angle,4.5,0.5159999690535139,1.6831376187625673,5.026964602465664,12.677661323330991
PCA,abalone,_dto_smoter_max_solid_angle_4.5,RFR,max_solid_angle,4.5,0.5009428855322886,1.6799438632681873,5.187197713572846,11.451283294436806
PCA,abalone,_dto_smoter_max_solid_angle_4.5,RNR,max_solid_angle,4.5,-0.009942610005263575,2.386797392489246,10.493899325674075,16.541675630128573
PCA,abalone,_dto_smoter_max_solid_angle_4.5,SGDR,max_solid_angle,4.5,0.4734175420082942,1.8109327111593863,5.471322732680458,11.687557470740632
PCA,abalone,_dto_smoter_max_solid_angle_4.5,SVR,max_solid_angle,4.5,0.5451126306014393,1.5930116176027365,4.725082826634567,10.820702500752915
PCA,abalone,_dto_smoter_max_solid_angle_5.0,ABR,max_solid_angle,5.0,0.31589081584580103,2.221129578099359,7.108484585364994,10.527576315010219
PCA,abalone,_dto_smoter_max_solid_angle_5.0,GBR,max_solid_angle,5.0,0.5255798318352628,1.6483698749343838,4.929796518558228,10.495775871419935
PCA,abalone,_dto_smoter_max_solid_angle_5.0,KNNR,max_solid_angle,5.0,0.4474329329102771,1.769766592120082,5.741990596294518,10.923453187787775
PCA,abalone,_dto_smoter_max_solid_angle_5.0,MLPR,max_solid_angle,5.0,0.5198218122547191,1.6674646900345458,4.988185306589967,12.338343341744977
PCA,abalone,_dto_smoter_max_solid_angle_5.0,RFR,max_solid_angle,5.0,0.5042358298153146,1.6682974850206738,5.151375714019137,11.15858400208088
PCA,abalone,_dto_smoter_max_solid_angle_5.0,RNR,max_solid_angle,5.0,-0.010364351164096463,2.388275156608757,10.498468517645613,16.534943177324806
PCA,abalone,_dto_smoter_max_solid_angle_5.0,SGDR,max_solid_angle,5.0,0.47655375274007605,1.7992480756396678,5.439243376277673,11.811749937616483
PCA,abalone,_dto_smoter_max_solid_angle_5.0,SVR,max_solid_angle,5.0,0.5450048520669533,1.5924940846390663,4.726409491884683,10.847548696295354
PCA,abalone,_dto_smoter_max_solid_angle_5.5,ABR,max_solid_angle,5.5,0.289902318267223,2.2538277324101608,7.38152189779956,10.76550980016952
PCA,abalone,_dto_smoter_max_solid_angle_5.5,GBR,max_solid_angle,5.5,0.5143832456377246,1.671398911963181,5.045473976214508,10.823800422463455
PCA,abalone,_dto_smoter_max_solid_angle_5.5,KNNR,max_solid_angle,5.5,0.43798816491417225,1.7849641485152752,5.8387475520977645,11.561008015094043
PCA,abalone,_dto_smoter_max_solid_angle_5.5,MLPR,max_solid_angle,5.5,0.5075282641781615,1.7087293366268466,5.116924875001604,11.758223997407097
PCA,abalone,_dto_smoter_max_solid_angle_5.5,RFR,max_solid_angle,5.5,0.4957192998009047,1.6914696053497493,5.239263299060444,10.988112856471444
PCA,abalone,_dto_smoter_max_solid_angle_5.5,RNR,max_solid_angle,5.5,-0.009690416761826892,2.3865739902911036,10.491403914977024,16.539117981554373
PCA,abalone,_dto_smoter_max_solid_angle_5.5,SGDR,max_solid_angle,5.5,0.47373873150557416,1.8065887755335777,5.46847672824479,11.677647613392157
PCA,abalone,_dto_smoter_max_solid_angle_5.5,SVR,max_solid_angle,5.5,0.5450557071743527,1.5916290485109854,4.7260193595167586,10.864268208258942
PCA,abalone,_dto_smoter_max_solid_angle_6.0,ABR,max_solid_angle,6.0,0.28246115863683013,2.284910760313899,7.460963462322539,10.397117456140872
PCA,abalone,_dto_smoter_max_solid_angle_6.0,GBR,max_solid_angle,6.0,0.5127883199069093,1.6693418998211413,5.0624006329188775,10.490864584742106
PCA,abalone,_dto_smoter_max_solid_angle_6.0,KNNR,max_solid_angle,6.0,0.4339446138304227,1.7821040817269835,5.880593077188729,11.61922222593182
PCA,abalone,_dto_smoter_max_solid_angle_6.0,MLPR,max_solid_angle,6.0,0.5160207796840446,1.6786043609562427,5.0275896952703985,12.606655880628079
PCA,abalone,_dto_smoter_max_solid_angle_6.0,RFR,max_solid_angle,6.0,0.4979762354723466,1.683551905668001,5.2168248739770595,11.200135197439243
PCA,abalone,_dto_smoter_max_solid_angle_6.0,RNR,max_solid_angle,6.0,-0.00904517546473107,2.386234107179008,10.484658075296423,16.527040164067945
PCA,abalone,_dto_smoter_max_solid_angle_6.0,SGDR,max_solid_angle,6.0,0.47450925740220357,1.807340934600137,5.460176911415681,11.787520335239062
PCA,abalone,_dto_smoter_max_solid_angle_6.0,SVR,max_solid_angle,6.0,0.5435426980061895,1.5956113470608801,4.741318236448988,10.861037222841897
PCA,abalone,_dto_smoter_max_solid_angle_6.5,ABR,max_solid_angle,6.5,0.31300079519251484,2.2124703473459997,7.137261753436175,10.244121326832083
PCA,abalone,_dto_smoter_max_solid_angle_6.5,GBR,max_solid_angle,6.5,0.5183083425290894,1.660765983398933,5.005628642048121,10.651440166239844
PCA,abalone,_dto_smoter_max_solid_angle_6.5,KNNR,max_solid_angle,6.5,0.43476278208021907,1.785128351679316,5.8704353176638735,11.638475619832075
PCA,abalone,_dto_smoter_max_solid_angle_6.5,MLPR,max_solid_angle,6.5,0.5152406694352252,1.6763405982500692,5.035261053967349,13.008900307178342
PCA,abalone,_dto_smoter_max_solid_angle_6.5,RFR,max_solid_angle,6.5,0.5085586171437753,1.6659955208108124,5.106880258974594,11.172384765714606
PCA,abalone,_dto_smoter_max_solid_angle_6.5,RNR,max_solid_angle,6.5,-0.009925556967534898,2.3871393438445834,10.493746152936989,16.541035864010535
PCA,abalone,_dto_smoter_max_solid_angle_6.5,SGDR,max_solid_angle,6.5,0.4719144122037985,1.8140655226067186,5.4873275835152615,11.714445716012994
PCA,abalone,_dto_smoter_max_solid_angle_6.5,SVR,max_solid_angle,6.5,0.5432359018618722,1.5990056828794172,4.744936141144036,10.822181580792352
PCA,abalone,_dto_smoter_max_solid_angle_7.0,ABR,max_solid_angle,7.0,0.292761403604607,2.2605478009656936,7.352616192779637,10.430536306162049
PCA,abalone,_dto_smoter_max_solid_angle_7.0,GBR,max_solid_angle,7.0,0.5152835896898651,1.6691706761143723,5.036769405329915,10.82926267400748
PCA,abalone,_dto_smoter_max_solid_angle_7.0,KNNR,max_solid_angle,7.0,0.42947370641143695,1.7906328039118828,5.929109183509189,10.766522011843016
PCA,abalone,_dto_smoter_max_solid_angle_7.0,MLPR,max_solid_angle,7.0,0.5114338358599901,1.6855579762876602,5.073769561823997,13.230447652437778
PCA,abalone,_dto_smoter_max_solid_angle_7.0,RFR,max_solid_angle,7.0,0.5044900332034657,1.674060744572159,5.149147751392767,11.10928269680561
PCA,abalone,_dto_smoter_max_solid_angle_7.0,RNR,max_solid_angle,7.0,-0.00984033682216312,2.385255712161343,10.49282763259787,16.557091679322497
PCA,abalone,_dto_smoter_max_solid_angle_7.0,SGDR,max_solid_angle,7.0,0.47150604906934585,1.8112230693676756,5.490417762809634,11.82571239600195
PCA,abalone,_dto_smoter_max_solid_angle_7.0,SVR,max_solid_angle,7.0,0.5433233035649259,1.596732728217513,4.743831115067461,10.821053622564515
PCA,abalone,_dto_smoter_max_solid_angle_7.5,ABR,max_solid_angle,7.5,0.3093323202222288,2.2143859502147647,7.180051471246476,10.701546025141495
PCA,abalone,_dto_smoter_max_solid_angle_7.5,GBR,max_solid_angle,7.5,0.5167884198401084,1.6659440545096131,5.020284595827872,10.680020260288945
PCA,abalone,_dto_smoter_max_solid_angle_7.5,KNNR,max_solid_angle,7.5,0.43579618778809925,1.7811364108279037,5.860081643494243,11.188572982715815
PCA,abalone,_dto_smoter_max_solid_angle_7.5,MLPR,max_solid_angle,7.5,0.5055565691888699,1.7091587675709774,5.13771908246103,13.030205383455737
PCA,abalone,_dto_smoter_max_solid_angle_7.5,RFR,max_solid_angle,7.5,0.5099201561975233,1.6669183711716364,5.091047869994073,10.614165053369469
PCA,abalone,_dto_smoter_max_solid_angle_7.5,RNR,max_solid_angle,7.5,-0.009176823147251545,2.385037084595505,10.485933749513867,16.54067455287714
PCA,abalone,_dto_smoter_max_solid_angle_7.5,SGDR,max_solid_angle,7.5,0.4736467967398358,1.8106978256289963,5.469444453584894,11.562825669985326
PCA,abalone,_dto_smoter_max_solid_angle_7.5,SVR,max_solid_angle,7.5,0.5441439729400656,1.5973700690460835,4.7352612091731325,10.80177661854295
PCA,abalone,_dto_smoter_max_solid_angle_8.0,ABR,max_solid_angle,8.0,0.3039173145059116,2.236972492504596,7.233606768413443,10.042138965868485
PCA,abalone,_dto_smoter_max_solid_angle_8.0,GBR,max_solid_angle,8.0,0.5158301926708568,1.6654647358125199,5.030812681816045,10.476977315670464
PCA,abalone,_dto_smoter_max_solid_angle_8.0,KNNR,max_solid_angle,8.0,0.4336965221354179,1.788870551522963,5.883151254112262,11.724998349712141
PCA,abalone,_dto_smoter_max_solid_angle_8.0,MLPR,max_solid_angle,8.0,0.5081683463969704,1.706103413433026,5.108788172911206,12.116736966976017
PCA,abalone,_dto_smoter_max_solid_angle_8.0,RFR,max_solid_angle,8.0,0.5067936845100548,1.675598856583606,5.125216736159426,10.709634697041329
PCA,abalone,_dto_smoter_max_solid_angle_8.0,RNR,max_solid_angle,8.0,-0.010117498885166132,2.3852860278223735,10.495506814257046,16.56107599574321
PCA,abalone,_dto_smoter_max_solid_angle_8.0,SGDR,max_solid_angle,8.0,0.4708833936977556,1.8140710608323054,5.498049823301851,11.71178667558679
PCA,abalone,_dto_smoter_max_solid_angle_8.0,SVR,max_solid_angle,8.0,0.5437770342354213,1.5954081217434288,4.739112487252413,10.833823538848693
PCA,abalone,_dto_smoter_max_solid_angle_8.5,ABR,max_solid_angle,8.5,0.26459716576319864,2.30686799933498,7.645730271884254,10.432289046870942
PCA,abalone,_dto_smoter_max_solid_angle_8.5,GBR,max_solid_angle,8.5,0.5164165998547073,1.6694600937701725,5.023369570340391,10.767733339954559
PCA,abalone,_dto_smoter_max_solid_angle_8.5,KNNR,max_solid_angle,8.5,0.4462413535307392,1.7618396856138603,5.75263790964366,10.891890693597427
PCA,abalone,_dto_smoter_max_solid_angle_8.5,MLPR,max_solid_angle,8.5,0.5136495801644438,1.6867818219304656,5.050399520790393,12.519161924480596
PCA,abalone,_dto_smoter_max_solid_angle_8.5,RFR,max_solid_angle,8.5,0.508944488913703,1.6682231499126199,5.102667253387483,10.823489203513187
PCA,abalone,_dto_smoter_max_solid_angle_8.5,RNR,max_solid_angle,8.5,-0.009003177159152598,2.3842704875895437,10.483937083272446,16.548958540983577
PCA,abalone,_dto_smoter_max_solid_angle_8.5,SGDR,max_solid_angle,8.5,0.46742129829128487,1.825466008757377,5.533290010272399,11.572375108087936
PCA,abalone,_dto_smoter_max_solid_angle_8.5,SVR,max_solid_angle,8.5,0.544008532745574,1.5939626730048684,4.736840456216058,10.88119513014927
PCA,abalone,_dto_smoter_max_solid_angle_9.0,ABR,max_solid_angle,9.0,0.29319727527262,2.24884874357451,7.3447404517936405,10.179914389402581
PCA,abalone,_dto_smoter_max_solid_angle_9.0,GBR,max_solid_angle,9.0,0.5170115611032713,1.6657191972916194,5.018544796817322,10.701505386674835
PCA,abalone,_dto_smoter_max_solid_angle_9.0,KNNR,max_solid_angle,9.0,0.4379218584628123,1.775295663539613,5.840547460419221,11.57024269188678
PCA,abalone,_dto_smoter_max_solid_angle_9.0,MLPR,max_solid_angle,9.0,0.5168437419676951,1.6750278566333634,5.019586266147907,12.171877590858356
PCA,abalone,_dto_smoter_max_solid_angle_9.0,RFR,max_solid_angle,9.0,0.49989053522352134,1.67804382890762,5.198639514583471,10.964358186935453
PCA,abalone,_dto_smoter_max_solid_angle_9.0,RNR,max_solid_angle,9.0,-0.009701747016482942,2.3862210700350324,10.491457646402614,16.54936407680932
PCA,abalone,_dto_smoter_max_solid_angle_9.0,SGDR,max_solid_angle,9.0,0.469530499401799,1.8189400657823438,5.5107978154918476,11.71449399801219
PCA,abalone,_dto_smoter_max_solid_angle_9.0,SVR,max_solid_angle,9.0,0.5437759213843057,1.596386298133667,4.739059941859616,10.842432442142215
